,price,bedrooms,sqft_living,floors,condition
697,420000.0,4.0,3040,2.0,3
698,498000.0,4.0,2270,1.0,4
699,450000.0,3.0,2910,2.0,3
700,955000.0,5.0,2510,2.0,3
701,215000.0,2.0,1240,1.0,3
702,437000.0,3.0,2580,2.0,3
703,773000.0,3.0,2470,2.0,3
704,1222500.0,4.0,4910,1.5,3
705,256883.0,3.0,1690,2.0,3
706,592500.0,4.0,2240,1.0,3
707,252350.0,3.0,1650,1.0,3
708,370000.0,4.0,2710,2.0,3
709,465750.0,3.0,1260,1.0,3
710,185000.0,3.0,1150,1.0,3
711,582800.0,4.0,2550,1.0,3
712,245000.0,3.0,1490,1.0,4
713,302000.0,4.0,2020,1.0,4
714,451555.0,2.0,1320,1.0,3
715,250000.0,3.0,1230,1.0,4
716,255000.0,4.0,2070,2.0,3
717,840000.0,4.0,2930,1.0,3
718,190000.0,3.0,1090,1.0,3
719,349950.0,3.0,1400,1.0,3
720,613000.0,4.0,1550,1.5,3
721,300000.0,3.0,1220,1.0,4
722,455000.0,3.0,1870,1.0,3
723,335000.0,3.0,2150,2.0,3
724,197500.0,3.0,980,1.5,3
725,412500.0,3.0,1490,1.0,4
726,395300.0,3.0,1120,1.0,3
727,342400.0,3.0,1180,2.0,3
728,749400.0,4.0,3240,2.0,3
729,316500.0,4.0,2150,2.0,4
730,390000.0,3.0,2240,2.0,3
731,225000.0,3.0,1400,1.0,3
732,550000.0,3.0,1980,1.0,4
733,280000.0,3.0,1330,1.5,3
734,1255000.0,4.0,3200,2.0,3
735,575000.0,2.0,1490,1.0,3
736,1000000.0,5.0,3920,2.0,3
737,585000.0,5.0,2000,2.0,4
738,620000.0,4.0,2680,2.0,3
739,204700.0,4.0,1670,1.0,3
740,695000.0,4.0,3150,2.0,3
741,689900.0,4.0,2740,2.0,3
742,375000.0,4.0,1890,1.0,4
743,475000.0,7.0,2870,1.0,3
744,215000.0,3.0,1160,1.0,4
745,2100000.0,4.0,3550,2.0,3
746,790000.0,3.0,1790,1.0,3
747,350000.0,3.0,1680,1.0,4
748,695000.0,3.0,4560,2.0,4
749,263000.0,3.0,1590,2.0,4
750,400000.0,3.0,1630,1.0,5
751,525000.0,3.0,2700,2.0,3
752,349950.0,3.0,1700,2.0,3
753,1085000.0,4.0,3740,1.0,3
754,744000.0,4.0,1980,2.5,3
755,312500.0,2.0,880,1.0,3
756,240000.0,3.0,1400,1.0,3
757,495000.0,4.0,2050,1.5,5
758,580050.0,3.0,2360,2.0,3
759,640000.0,4.0,2560,1.0,4
760,417000.0,3.0,1340,1.0,4
761,174950.0,3.0,1060,1.0,5
762,295000.0,3.0,850,1.0,3
763,423000.0,4.0,1880,1.0,3
764,839000.0,3.0,1230,1.0,3
765,343000.0,4.0,2290,1.0,3
766,467000.0,3.0,1660,1.0,5
767,512500.0,3.0,1840,2.0,4
768,575000.0,4.0,3020,1.0,3
769,465000.0,3.0,1410,1.0,3
770,270000.0,3.0,1010,1.0,3
771,340000.0,3.0,1960,1.0,3
772,765000.0,5.0,3580,2.0,3
773,497000.0,4.0,2240,2.0,3
774,803100.0,4.0,3310,2.0,3
775,344000.0,3.0,1232,3.0,3
776,828950.0,4.0,3930,2.0,3
777,386380.0,3.0,1720,2.0,3
778,312000.0,3.0,1490,2.0,3
779,720000.0,3.0,3150,2.0,3
780,914500.0,4.0,3950,3.0,3
781,819995.0,5.0,3030,2.0,3
782,252700.0,2.0,1070,1.0,3
783,437500.0,3.0,2320,2.0,3
784,350000.0,1.0,700,1.0,3
785,619000.0,3.0,2720,2.0,3
786,408200.0,3.0,1800,2.0,4
787,451000.0,3.0,1560,1.5,3
788,317000.0,3.0,1760,1.0,5
789,799000.0,4.0,3120,2.0,3
790,720000.0,2.0,2020,1.0,4
791,490000.0,3.0,1450,1.5,3
792,239900.0,4.0,1860,1.0,3
793,446000.0,4.0,2270,1.0,3
794,275000.0,3.0,1480,2.0,3
795,239950.0,5.0,1460,2.0,4
796,248000.0,4.0,1850,2.0,3
797,619500.0,3.0,2170,2.0,3
798,363750.0,3.0,1726,2.0,4
799,385000.0,3.0,1180,1.0,4
800,370000.0,4.0,1370,1.0,3
801,425000.0,3.0,2670,1.0,4
802,342000.0,3.0,1260,1.0,3
803,345000.0,4.0,1980,1.5,3
804,724800.0,3.0,2050,1.0,3
805,725000.0,5.0,2830,2.0,3
806,605000.0,2.0,910,1.0,4
807,350000.0,4.0,2440,2.0,3
808,785000.0,3.0,2180,1.0,5
809,250000.0,3.0,1900,1.0,5
810,565000.0,3.0,1520,3.0,3
811,875000.0,3.0,2220,1.0,4
812,862500.0,4.0,3280,2.0,3
813,400000.0,3.0,2740,2.0,3
814,282613.0,2.0,830,1.0,4
815,174500.0,2.0,1010,1.0,3
816,306500.0,3.0,2060,1.0,4
817,445000.0,3.0,1990,2.0,3
818,433000.0,4.0,2280,2.0,4
819,306000.0,3.0,1870,2.0,3
820,620000.0,3.0,1720,1.5,4
821,245000.0,2.0,870,1.0,3
822,238000.0,3.0,1020,2.0,3
823,523000.0,3.0,1260,1.5,3
824,522500.0,3.0,2370,2.0,3
825,180000.0,3.0,1000,1.0,3
826,375000.0,3.0,1100,2.0,3
827,249000.0,3.0,1440,1.0,3
828,730100.0,4.0,3120,2.0,3
829,551000.0,2.0,2260,1.0,3
830,375000.0,4.0,2790,2.0,3
831,540000.0,1.0,1140,1.5,3
832,605000.0,3.0,1290,2.0,4
833,205000.0,5.0,1730,1.0,4
834,645000.0,4.0,3160,2.0,3
835,314000.0,4.0,2340,2.0,3
836,330000.0,3.0,1170,1.0,4
837,490000.0,2.0,1160,1.0,4
838,445000.0,3.0,1970,1.0,3
839,2000000.0,5.0,6490,2.0,4
840,377500.0,3.0,1410,2.0,3
841,480000.0,4.0,2430,2.0,3
842,804995.0,5.0,3360,2.0,3
843,341000.0,3.0,1480,2.0,3
844,675000.0,5.0,3200,2.0,3
845,611000.0,3.0,2134,2.5,3
846,379950.0,3.0,1860,3.0,3
847,1270000.0,4.0,5520,2.0,3
848,500000.0,2.0,1310,2.0,3
849,410000.0,3.0,1700,1.0,3
850,415000.0,3.0,2480,2.0,3
851,297000.0,5.0,1970,2.0,4
852,575550.0,4.0,2060,1.0,3
853,534640.0,3.0,2130,1.0,4
854,352500.0,3.0,1410,1.0,3
855,488000.0,2.0,1360,1.0,3
856,732000.0,3.0,1940,1.0,5
857,215000.0,2.0,1610,2.0,4
858,592500.0,2.0,1420,1.5,5
859,290000.0,4.0,1700,2.0,4
860,475000.0,2.0,1490,1.0,3
861,320000.0,3.0,2680,2.0,3
862,1216000.0,4.0,3190,1.0,5
863,290000.0,5.0,2120,1.5,5
864,487250.0,4.0,1690,1.5,3
865,339000.0,4.0,1830,2.0,3
866,440000.0,2.0,1010,1.5,5
867,366500.0,4.0,2070,1.0,5
868,462000.0,3.0,1710,1.5,3
869,560000.0,4.0,1660,1.5,3
870,285000.0,4.0,2080,1.0,4
871,280000.0,3.0,1270,2.0,3
872,210000.0,3.0,1080,1.0,3
873,690000.0,3.0,1610,1.5,5
874,256500.0,2.0,1120,1.0,4
875,411000.0,4.0,2500,2.0,3
876,215000.0,3.0,970,1.0,4
877,762000.0,5.0,3370,1.5,4
878,359950.0,3.0,1290,1.0,4
879,480000.0,4.0,3370,2.0,3
880,1405000.0,4.0,3410,2.0,3
881,390000.0,4.0,2490,2.0,3
882,413500.0,2.0,770,1.0,5
883,285000.0,1.0,810,2.0,4
884,475000.0,4.0,3060,1.0,4
885,386591.0,3.0,1690,2.0,3
886,524950.0,3.0,1890,1.0,3
887,241000.0,2.0,1470,2.0,3
888,461000.0,2.0,1060,1.0,3
889,810000.0,4.0,3480,2.0,3
890,885000.0,4.0,2730,1.5,3
891,247000.0,3.0,1580,2.0,4
892,296500.0,3.0,2170,1.0,4
893,141800.0,2.0,930,1.0,4
894,333000.0,4.0,1580,2.0,2
895,602000.0,5.0,3290,1.5,3
896,565000.0,4.0,2110,2.0,4
897,373000.0,3.0,1670,2.0,3
898,588000.0,3.0,2030,1.0,4
899,485000.0,3.0,1500,1.5,3
900,482500.0,3.0,1450,2.0,3
901,251200.0,4.0,1310,1.0,3
902,869000.0,5.0,4180,2.0,4
903,464000.0,3.0,1630,1.0,3
904,755000.0,4.0,2660,2.0,3
905,280000.0,3.0,1720,2.0,3
906,485000.0,2.0,1260,3.0,3
907,305000.0,3.0,1610,1.0,3
908,110700.0,2.0,680,1.0,3
909,850000.0,4.0,2640,2.0,3
910,350000.0,3.0,1640,2.0,4
911,319950.0,4.0,2310,1.0,4
912,700000.0,3.0,2010,1.0,5
913,368000.0,2.0,1660,1.0,5
914,433500.0,3.0,2200,2.0,3
915,611000.0,4.0,2460,2.0,3
916,1000000.0,2.0,2430,1.0,3
917,307000.0,3.0,1370,1.0,3
918,442500.0,3.0,1800,1.0,3
919,485000.0,3.0,2200,2.0,3
920,367000.0,2.0,700,1.0,3
921,429000.0,3.0,1920,2.0,3
922,446000.0,5.0,2190,1.0,5
923,572500.0,3.0,2030,1.0,4
924,477000.0,3.0,1350,3.0,3
925,518000.0,3.0,1680,2.0,3
926,462000.0,5.0,1250,1.0,4
927,1190000.0,4.0,2240,1.5,4
928,137000.0,3.0,950,1.0,3
929,530000.0,3.0,2320,2.0,3
930,818000.0,2.0,2380,1.0,3
931,640000.0,2.0,1540,3.0,3
932,298450.0,5.0,2100,1.0,3
933,575000.0,4.0,2500,2.0,3
934,730000.0,4.0,3230,2.0,3
935,551000.0,3.0,2830,2.0,3
936,271310.0,2.0,870,1.5,2
937,675000.0,4.0,2690,1.0,3
938,479000.0,3.0,1260,3.0,3
939,520000.0,4.0,2680,2.0,3
940,599950.0,3.0,2660,2.0,3
941,483945.0,2.0,1480,1.0,4
942,390000.0,4.0,1770,1.0,4
943,192500.0,2.0,950,1.0,3
944,330000.0,2.0,860,1.0,4
945,250000.0,4.0,1960,1.0,5
946,243000.0,2.0,1770,1.5,4
947,575000.0,4.0,1280,1.0,3
948,639000.0,4.0,2150,2.0,4
949,710000.0,2.0,1790,1.0,4
950,675000.0,3.0,1990,2.0,4
951,405000.0,5.0,2430,2.0,3
952,615000.0,4.0,2820,1.0,3
953,490000.0,3.0,1910,1.0,4
954,467000.0,3.0,1270,2.0,3
955,480000.0,4.0,2050,1.0,4
956,755000.0,6.0,2150,1.0,3
957,760000.0,4.0,2450,1.0,4
958,387000.0,2.0,1230,2.0,3
959,925000.0,4.0,2260,1.0,4
960,415000.0,2.0,1050,1.0,4
961,263000.0,3.0,1570,2.0,3
962,519900.0,4.0,1820,1.0,4
963,570000.0,2.0,1540,1.0,4
964,450000.0,3.0,2060,1.0,3
965,1300000.0,4.0,4380,1.0,3
966,300000.0,3.0,1090,1.0,4
967,320000.0,3.0,1480,1.0,4
968,387500.0,4.0,1320,1.5,3
969,458000.0,1.0,2140,1.0,3
970,1212500.0,4.0,4560,1.0,3
971,380000.0,4.0,2800,2.0,3
972,200000.0,3.0,1050,1.0,4
973,385000.0,3.0,1490,1.0,4
974,396675.0,2.0,1730,2.0,4
975,452000.0,4.0,1210,1.5,3
976,426000.0,4.0,2800,2.0,3
977,792000.0,3.0,1570,2.0,3
978,315000.0,3.0,1400,1.0,2
979,1275000.0,4.0,2850,1.0,4
980,326000.0,6.0,1880,1.0,4
981,268500.0,2.0,790,1.0,4
982,440000.0,2.0,1300,2.0,3
983,300000.0,3.0,2120,1.0,4
984,525000.0,3.0,1540,2.0,3
985,978000.0,4.0,2620,1.5,4
986,1125000.0,6.0,2880,2.0,4
987,700000.0,4.0,1680,1.5,3
988,315000.0,2.0,790,1.0,3
989,309000.0,3.0,1092,1.5,3
990,219950.0,3.0,1650,1.0,3
991,289000.0,3.0,2090,2.0,3
992,210000.0,4.0,2180,1.0,3
993,260000.0,4.0,1990,2.0,3
994,699000.0,4.0,2650,2.0,3
995,1800000.0,4.0,4460,1.0,3
996,299950.0,3.0,910,1.0,4
997,749950.0,3.0,2770,2.0,3
998,1100000.0,3.0,2390,2.0,5
999,555000.0,3.0,3050,1.0,4
1000,384000.0,3.0,1700,2.0,3
1001,499950.0,5.0,3200,2.0,3
1002,430000.0,3.0,1200,1.0,5
1003,350000.0,4.0,2220,2.0,4
1004,620000.0,3.0,2480,2.0,3
1005,765000.0,4.0,2560,1.0,4
1006,250000.0,4.0,2500,1.0,4
1007,376000.0,2.0,1150,1.0,3
1008,475000.0,4.0,1650,1.0,4
1009,120750.0,3.0,1140,1.0,4
1010,1690000.0,3.0,3400,1.0,5
1011,330000.0,3.0,1180,1.0,4
1012,619500.0,3.0,1700,2.0,3
1013,345000.0,3.0,1240,1.0,4
1014,598000.0,5.0,2890,2.0,3
1015,335000.0,3.0,1060,1.0,4
1016,372500.0,4.0,1590,2.0,4
1017,300000.0,6.0,2860,2.0,3
1018,194000.0,1.0,820,1.0,3
1019,507500.0,3.0,2020,1.0,3
1020,325000.0,4.0,1870,1.0,4
1021,329900.0,3.0,2170,2.0,3
1022,329000.0,4.0,1600,1.0,3
1023,494000.0,4.0,2090,1.5,4
1024,206000.0,4.0,1700,1.0,3
1025,423000.0,4.0,1940,1.0,4
1026,259000.0,3.0,1320,1.0,4
1027,879950.0,4.0,3500,1.0,4
1028,345600.0,5.0,2800,2.5,3
1029,395000.0,3.0,1080,1.5,4
1030,625000.0,4.0,3550,2.0,3
1031,439000.0,3.0,2010,2.0,3
1032,380000.0,3.0,1690,2.0,3
1033,440000.0,3.0,1270,3.0,3
1034,415000.0,3.0,1970,2.0,3
1035,860000.0,4.0,3160,2.0,3
1036,500000.0,3.0,1210,3.0,3
1037,953007.0,4.0,3120,2.0,3
1038,515000.0,4.0,2670,2.0,3
1039,772000.0,3.0,1640,3.0,3
1040,329995.0,4.0,2303,2.0,3
1041,409316.0,3.0,1800,2.0,3
1042,490000.0,5.0,4460,3.0,3
1043,305000.0,2.0,1590,2.0,3
1044,785000.0,4.0,3070,2.0,3
1045,240000.0,2.0,1330,1.0,3
1046,325000.0,3.0,990,1.0,4
1047,535800.0,4.0,1900,2.0,3
1048,720000.0,3.0,2020,3.0,3
1049,374000.0,3.0,2000,1.0,4
1050,189650.0,2.0,1100,1.0,3
1051,420850.0,1.0,960,1.0,5
1052,815000.0,4.0,3488,2.0,3
1053,1065000.0,2.0,1890,2.0,3
1054,199000.0,4.0,2030,2.0,3
1055,195000.0,3.0,1380,1.0,3
1056,1506000.0,4.0,3660,2.5,3
1057,288400.0,3.0,1870,2.0,3
1058,442000.0,4.0,2080,1.0,4
1059,619420.0,4.0,2450,2.0,4
1060,635000.0,4.0,2750,1.0,4
1061,210000.0,3.0,1240,1.0,4
1062,512500.0,3.0,1900,2.0,3
1063,567000.0,3.0,2540,2.0,3
1064,525000.0,3.0,2100,2.0,3
1065,475000.0,4.0,1790,1.0,4
1066,250000.0,3.0,1170,1.0,3
1067,220000.0,3.0,1060,1.0,5
1068,230000.0,5.0,1930,1.5,3
1069,385500.0,3.0,1540,1.0,3
1070,895000.0,5.0,2876,1.0,4
1071,368250.0,3.0,2150,2.0,3
1072,249900.0,2.0,1140,1.0,3
1073,350000.0,3.0,980,1.0,5
1074,175000.0,3.0,1230,1.0,4
1075,270000.0,3.0,1390,1.0,3
1076,495000.0,3.0,2380,2.0,3
1077,1580000.0,3.0,3690,2.0,3
1078,542500.0,5.0,3010,1.5,5
1079,330000.0,3.0,1250,1.0,3
1080,1003000.0,4.0,2290,2.0,4
1081,299800.0,2.0,790,1.0,4
1082,299900.0,3.0,2720,2.0,3
1083,691000.0,4.0,2550,1.0,3
1084,195000.0,2.0,1080,1.0,4
1085,405000.0,3.0,2470,1.0,4
1086,360000.0,2.0,850,1.0,5
1087,256750.0,3.0,1990,1.0,3
1088,332500.0,3.0,1800,2.0,3
1089,975000.0,5.0,4850,2.0,3
1090,218000.0,3.0,1020,1.0,3
1091,429000.0,3.0,2420,2.0,3
1092,589000.0,4.0,2910,2.0,3
1093,255000.0,3.0,1060,1.0,3
1094,668750.0,4.0,2340,1.0,3
1095,344500.0,4.0,1800,1.0,3
1096,452000.0,4.0,1660,1.0,3
1097,540000.0,3.0,1300,1.0,3
1098,246000.0,3.0,1780,1.0,3
1099,535000.0,2.0,1030,1.0,3
1100,970000.0,4.0,2790,1.0,3
1101,430000.0,3.0,1150,1.0,5
1102,520000.0,4.0,3290,2.0,3
1103,712000.0,4.0,3400,2.0,3
1104,450000.0,2.0,1200,1.0,3
1105,220000.0,4.0,2160,2.0,3
1106,525000.0,3.0,1450,1.0,4
1107,1220000.0,4.0,3240,2.0,3
1108,540000.0,3.0,1470,2.0,3
1109,600000.0,4.0,2360,2.0,3
1110,600000.0,3.0,2230,2.0,4
1111,625000.0,4.0,2630,2.0,3
1112,150000.0,3.0,1010,1.0,3
1113,389999.0,3.0,1445,2.0,3
1114,285000.0,3.0,2380,1.5,3
1115,744000.0,4.0,2830,2.0,3
1116,700000.0,4.0,3010,2.0,3
1117,318989.0,4.0,2000,1.0,4
1118,556000.0,3.0,2020,2.0,3
1119,275000.0,3.0,2030,2.0,3
1120,430000.0,3.0,2550,2.0,3
1121,300000.0,2.0,970,1.0,3
1122,396450.0,3.0,1540,1.0,5
1123,225000.0,2.0,1396,1.0,3
1124,700000.0,4.0,2780,2.0,3
1125,260000.0,6.0,2220,1.0,3
1126,655000.0,4.0,2350,2.0,3
1127,1185000.0,3.0,2760,2.0,5
1128,1550000.0,3.0,4460,2.0,3
1129,413800.0,3.0,1440,1.0,3
1130,950000.0,5.0,5330,2.0,3
1131,334990.0,4.0,2220,2.0,3
1132,2700000.0,5.0,5305,2.0,3
1133,1030000.0,3.0,3880,2.0,3
1134,1130000.0,4.0,3810,1.0,3
1135,556000.0,3.0,1960,2.0,3
1136,360000.0,3.0,1530,3.0,3
1137,480000.0,4.0,3250,2.0,4
1138,324000.0,3.0,1750,2.0,3
1139,1050000.0,4.0,3440,2.0,3
1140,275000.0,1.0,1170,1.0,5
1141,180000.0,3.0,870,1.0,3
1142,749000.0,4.0,2930,2.0,3
1143,1600000.0,3.0,3160,1.0,4
1144,373500.0,2.0,800,1.0,3
1145,770000.0,4.0,2350,2.0,4
1146,356000.0,2.0,1060,1.0,3
1147,625000.0,3.0,2060,1.0,4
1148,494400.0,2.0,1560,1.0,4
1149,585000.0,4.0,3000,1.0,3
1150,926300.0,3.0,1660,2.0,3
1151,600000.0,3.0,1650,1.0,5
1152,430000.0,4.0,3220,2.0,3
1153,307000.0,3.0,2320,1.0,3
1154,604700.0,4.0,2750,1.0,3
1155,219900.0,3.0,910,1.0,2
1156,270000.0,2.0,840,2.0,3
1157,432000.0,3.0,1470,2.0,3
1158,300000.0,6.0,2040,1.0,4
1159,361000.0,3.0,1100,1.5,4
1160,249950.0,2.0,940,1.0,4
1161,320000.0,3.0,1110,1.0,5
1162,305000.0,4.0,2200,1.5,5
1163,503000.0,2.0,2860,1.0,3
1164,235750.0,2.0,740,1.0,2
1165,657000.0,4.0,2740,1.0,3
1166,385000.0,3.0,1250,1.0,4
1167,389950.0,4.0,3140,2.0,3
1168,150000.0,2.0,820,1.0,3
1169,254500.0,4.0,2570,2.0,3
1170,555000.0,4.0,2350,1.0,4
1171,1075000.0,4.0,3600,1.0,4
1172,245000.0,4.0,1580,1.0,3
1173,319950.0,2.0,1070,1.0,5
1174,337000.0,3.0,1070,1.0,5
1175,492000.0,4.0,1640,2.0,3
1176,1170000.0,3.0,2890,2.0,4
1177,348580.0,3.0,1220,1.0,3
1178,180000.0,2.0,1400,1.0,3
1179,400000.0,3.0,1040,1.0,3
1180,295000.0,4.0,980,1.0,5
1181,910000.0,4.0,3340,1.5,3
1182,1150000.0,6.0,6040,2.0,3
1183,431500.0,3.0,1900,2.0,3
1184,180000.0,4.0,1740,1.0,3
1185,677000.0,3.0,2000,1.0,4
1186,1180500.0,3.0,1610,1.0,3
1187,635700.0,4.0,3240,1.0,3
1188,482000.0,5.0,2230,1.0,3
1189,168000.0,2.0,1160,2.0,3
1190,805000.0,4.0,2410,1.0,5
1191,398000.0,2.0,590,1.5,3
1192,665000.0,4.0,2600,2.0,3
1193,592500.0,4.0,2170,1.0,4
1194,940000.0,4.0,2080,1.5,3
1195,655000.0,4.0,2860,2.0,3
1196,622500.0,4.0,2980,2.0,3
1197,380000.0,2.0,1230,2.0,3
1198,648360.0,4.0,2260,1.0,4
1199,432000.0,3.0,2200,1.0,3
1200,1050000.0,4.0,3030,1.5,4
1201,353250.0,2.0,1060,2.0,3
1202,1000000.0,4.0,4260,2.0,3
1203,320000.0,3.0,998,2.0,3
1204,349900.0,4.0,2052,2.0,3
1205,330000.0,4.0,3150,2.0,3
1206,408000.0,3.0,1950,1.0,4
1207,321000.0,3.0,1347,3.0,3
1208,1051000.0,4.0,3860,2.5,3
1209,2150000.0,4.0,5060,2.0,3
1210,359000.0,3.0,1360,3.0,3
1211,300000.0,5.0,2760,2.0,3
1212,380000.0,5.0,2420,2.0,3
1213,660000.0,3.0,2450,2.0,3
1214,355000.0,3.0,1280,3.0,3
1215,259000.0,3.0,1550,2.0,3
1216,353000.0,1.0,550,2.0,3
1217,430000.0,2.0,1520,2.0,3
1218,460000.0,3.0,1670,1.5,4
1219,80000.0,1.0,430,1.0,2
1220,782000.0,4.0,2380,2.0,4
1221,218000.0,3.0,960,1.0,5
1222,325000.0,3.0,1920,1.0,3
1223,980000.0,4.0,3680,1.0,3
1224,902000.0,4.0,2530,1.0,5
1225,556000.0,5.0,3840,2.0,3
1226,662990.0,3.0,1240,1.5,5
1227,225000.0,2.0,1300,1.5,4
1228,439950.0,4.0,2380,2.0,3
1229,175000.0,2.0,1300,1.0,5
1230,306000.0,2.0,780,1.0,4
1231,235000.0,4.0,1810,1.0,3
1232,399500.0,3.0,2420,2.0,3
1233,478000.0,3.0,1280,1.5,3
1234,515000.0,2.0,1680,1.0,4
1235,550000.0,3.0,2510,2.0,3
1236,149000.0,3.0,1700,1.0,3
1237,526000.0,3.0,1680,1.0,3
1238,527550.0,1.0,820,1.0,3
1239,1050000.0,3.0,4380,2.0,5
1240,625000.0,3.0,2600,1.0,3
1241,950000.0,5.0,3400,2.0,3
1242,377691.0,5.0,2120,1.0,4
1243,648475.0,4.0,2250,1.0,3
1244,383000.0,3.0,1800,1.0,4
1245,535000.0,3.0,2210,2.0,3
1246,449950.0,3.0,1560,2.0,3
1247,465425.0,4.0,2430,1.0,3
1248,675000.0,4.0,2560,2.0,4
1249,599000.0,3.0,1960,1.5,5
1250,416000.0,3.0,1110,1.0,4
1251,595000.0,2.0,1030,1.0,3
1252,200000.0,4.0,1350,1.0,3
1253,402000.0,3.0,1540,2.0,3
1254,433000.0,4.0,1830,1.0,4
1255,275000.0,4.0,1930,2.0,3
1256,410000.0,3.0,1650,1.5,3
1257,554820.0,4.0,3510,1.0,3
1258,1325000.0,4.0,3370,1.0,3
1259,735000.0,3.0,2390,2.0,3
1260,607000.0,3.0,1230,1.0,4
1261,549900.0,4.0,2830,2.0,4
1262,258000.0,3.0,1620,1.0,3
1263,661254.0,4.0,2290,1.5,5
1264,945000.0,4.0,2840,1.0,3
1265,799950.0,4.0,4220,2.0,3
1266,132500.0,3.0,1080,1.0,3
1267,467100.0,3.0,1620,1.0,3
1268,1610000.0,4.0,4390,2.0,3
1269,641000.0,3.0,1620,1.0,5
1270,350000.0,3.0,1010,1.0,4
1271,335000.0,4.0,1750,1.0,4
1272,900000.0,3.0,4080,1.5,3
1273,440000.0,4.0,2560,1.0,4
1274,464600.0,3.0,1120,1.5,4
1275,1200000.0,4.0,4740,2.0,3
1276,300000.0,2.0,1340,1.0,3
1277,670500.0,4.0,1590,1.0,3
1278,552000.0,3.0,1430,1.0,4
1279,244000.0,4.0,1450,1.0,3
1280,788600.0,4.0,3500,2.0,3
1281,445000.0,3.0,1630,1.0,3
1282,530000.0,4.0,1814,1.0,4
1283,90000.0,2.0,580,1.0,3
1284,585000.0,3.0,1670,1.5,3
1285,498000.0,2.0,1140,1.0,3
1286,379000.0,2.0,800,1.0,3
1287,462000.0,3.0,1300,1.0,5
1288,388000.0,4.0,2440,2.0,3
1289,255000.0,3.0,1490,1.5,3
1290,665000.0,3.0,1800,1.0,4
1291,550000.0,3.0,1830,1.0,5
1292,606000.0,3.0,1500,1.0,3
1293,334000.0,4.0,2210,1.0,4
1294,360000.0,3.0,1270,3.0,3
1295,235000.0,2.0,1140,1.5,3
1296,580000.0,3.0,1620,3.0,3
1297,355000.0,3.0,1220,3.0,3
1298,375000.0,2.0,750,2.0,3
1299,372000.0,4.0,1960,1.0,5
1300,479000.0,3.0,1370,1.5,3
1301,2000000.0,5.0,4580,3.0,3
1302,1680000.0,4.0,5584,2.0,3
1303,501000.0,2.0,1010,1.0,5
1304,245000.0,3.0,1260,1.0,3
1305,496700.0,3.0,1740,2.0,4
1306,347000.0,4.0,2670,2.0,3
1307,199000.0,2.0,720,1.0,5
1308,440500.0,3.0,2460,2.0,3
1309,820000.0,4.0,3670,2.0,3
1310,325000.0,4.0,2630,1.5,3
1311,195000.0,3.0,1570,1.0,3
1312,675000.0,3.0,2980,1.0,3
1313,295000.0,3.0,1560,2.0,3
1314,355300.0,3.0,1620,1.0,5
1315,276000.0,3.0,1140,1.0,3
1316,460000.0,2.0,2730,1.0,4
1317,880000.0,3.0,2130,1.0,4
1318,370000.0,3.0,1780,2.0,3
1319,346000.0,4.0,2100,2.0,3
1320,172500.0,3.0,1140,1.0,3
1321,379950.0,3.0,1690,1.0,4
1322,468000.0,2.0,1160,1.0,4
1323,477000.0,4.0,1720,2.0,3
1324,529000.0,3.0,1210,1.5,4
1325,312000.0,3.0,1255,3.0,3
1326,326100.0,2.0,880,1.0,3
1327,360000.0,3.0,1050,1.5,3
1328,438000.0,3.0,1650,1.0,4
1329,360000.0,3.0,1570,1.0,3
1330,1050000.0,4.0,2920,1.0,3
1331,688000.0,4.0,3000,1.5,3
1332,585000.0,3.0,1850,1.0,4
1333,265000.0,3.0,1440,1.0,4
1334,375000.0,3.0,1440,1.0,3
1335,326500.0,3.0,1810,2.0,3
1336,160000.0,2.0,1180,1.0,3
1337,1570000.0,4.0,3070,2.0,5
1338,735000.0,5.0,3390,2.0,3
1339,400000.0,2.0,1470,1.0,2
1340,800000.0,4.0,2680,1.0,3
1341,949880.0,4.0,2290,2.0,3
1342,405000.0,3.0,1980,1.0,4
1343,399000.0,4.0,2870,2.0,3
1344,730001.0,3.0,1840,1.0,5
1345,1795000.0,4.0,4060,2.0,3
1346,260000.0,3.0,1630,1.0,3
1347,751750.0,2.0,1880,1.5,3
1348,325000.0,3.0,1780,1.0,4
1349,344950.0,4.0,2330,1.0,4
1350,457500.0,3.0,1840,1.0,5
1351,389000.0,5.0,2330,1.0,4
1352,515000.0,4.0,3200,2.0,3
1353,732000.0,3.0,2330,2.0,3
1354,415000.0,3.0,1950,1.0,3
1355,1655000.0,4.0,3080,2.0,3
1356,535000.0,2.0,1040,1.0,3
1357,540000.0,4.0,1960,2.0,3
1358,525000.0,5.0,2750,1.5,5
1359,570000.0,3.0,1930,1.0,3
1360,569950.0,5.0,4850,2.0,3
1361,283200.0,4.0,1982,2.0,3
1362,1100000.0,3.0,2640,1.5,5
1363,830000.0,4.0,1850,1.0,3
1364,495000.0,4.0,1940,1.0,4
1365,292050.0,5.0,2840,1.0,3
1366,415000.0,5.0,1900,1.0,3
1367,295832.0,5.0,1410,1.0,5
1368,450000.0,4.0,2520,2.0,3
1369,1381000.0,4.0,3160,2.5,3
1370,857000.0,4.0,3720,2.0,3
1371,499950.0,3.0,1820,2.0,3
1372,465000.0,3.0,1560,1.0,5
1373,329000.0,3.0,1600,1.0,4
1374,475000.0,3.0,1230,1.0,4
1375,255000.0,3.0,960,1.0,3
1376,435000.0,3.0,1270,1.5,3
